sample_key,instrument,relevance,num_responses
039305_0,cello,0.0,3
039308_499200,guitar,0.0,3
039310_272640,cello,0.15,3
039312_364800,bass,0.16665,3
039313_19200,bass,0.0,3
039319_19200,mandolin,0.1875,3
039319_19200,banjo,0.0,3
039325_69120,ukulele,0.0,3
039333_3840,banjo,0.15625,3
039333_3840,mandolin,0.1596,3
039404_57600,ukulele,0.83735,3
039404_57600,banjo,0.84415,3
039404_57600,mandolin,0.1774,3
039440_207360,mandolin,0.0,3
039469_7680,violin,0.0,3
039469_7680,bass,0.0,3
039470_410880,banjo,0.0,3
039475_1013760,banjo,0.0,3
039478_2603520,ukulele,0.0,3
039486_4162560,banjo,0.0,3
039486_4162560,ukulele,0.1652,3
039486_4162560,mandolin,1.0,3
039488_134400,mandolin,0.1755499999999999,3
039488_134400,ukulele,0.81385,3
039501_49920,banjo,0.83335,3
039505_19200,ukulele,0.15625,3
039505_19200,mandolin,0.1685499999999999,3
039530_3840,cello,0.86205,3
039540_387840,cello,0.0,3
039551_391680,ukulele,0.0,3
039553_96000,guitar,0.0,3
039554_72960,banjo,0.0,3
039556_119040,mandolin,0.0,3
039556_119040,bass,0.84615,3
039558_53760,bass,0.1573999999999999,3
039573_195840,violin,0.0,3
039573_195840,bass,0.83335,3
039647_11520,bass,0.0,3
039658_92160,banjo,0.0,3
039660_49920,banjo,0.0,3
039666_69120,banjo,0.0,3
039669_30720,banjo,0.0,3
039669_30720,bass,1.0,3
039670_802560,violin,0.0,3
039670_802560,bass,0.81665,3
039677_241920,mandolin,0.0,3
039677_241920,ukulele,0.8142,3
039690_15360,bass,0.0,3
039690_15360,banjo,0.0,3
039698_26880,guitar,0.8243,3
039709_103680,bass,0.0,3
039711_2941440,banjo,0.1719,3
039748_19200,cello,0.16665,3
039752_0,guitar,0.83615,3
039821_26880,cello,0.0,3
039821_26880,violin,0.0,3
039823_107520,cello,0.0,3
039873_30720,violin,0.8225,3
039874_19200,violin,1.0,3
039876_168960,violin,1.0,3
039877_61440,violin,1.0,3
039877_61440,bass,0.0,3
039878_345600,violin,1.0,3
039894_702720,violin,1.0,3
039895_322560,violin,0.1635,3
039896_241920,violin,1.0,3
039897_253440,guitar,0.1578999999999999,3
039897_253440,violin,1.0,3
039898_165120,violin,1.0,3
039899_249600,violin,1.0,3
039900_168960,violin,1.0,3
039902_368640,violin,1.0,3
039902_368640,bass,0.0,3
039902_368640,mandolin,0.0,3
039903_526080,violin,1.0,3
039904_46080,violin,0.82935,3
039904_46080,bass,0.0,3
039950_192000,guitar,1.0,3
039958_3840,bass,0.8281499999999999,3
039972_268800,guitar,0.1719,3
039976_199680,violin,0.0,3
039985_23040,guitar,0.0,3
039997_111360,violin,1.0,3
040005_42240,banjo,0.0,3
040039_126720,cello,1.0,3
040040_249600,banjo,0.0,3
040040_249600,mandolin,0.0,3
040062_107520,mandolin,0.0,3
040074_165120,ukulele,0.0,3
040074_165120,bass,0.18855,3
040125_1236480,bass,0.1461,3
040127_145920,violin,0.0,3
040142_30720,guitar,1.0,3
040142_30720,mandolin,0.0,3
040144_249600,ukulele,1.0,3
040155_11520,guitar,0.0,3
040155_11520,violin,0.1710499999999999,3
040159_11520,banjo,0.0,3
040159_11520,ukulele,0.0,3
040159_11520,mandolin,0.0,3
040161_61440,violin,0.17075,3
040177_107520,ukulele,0.17295,3
040177_107520,mandolin,0.0,3
040177_107520,banjo,0.0,3
040184_165120,banjo,1.0,3
040184_165120,mandolin,1.0,3
040186_69120,ukulele,0.0,3
040186_69120,banjo,0.16665,3
040186_69120,mandolin,0.16725,3
040223_107520,guitar,1.0,3
040229_395520,banjo,0.8276,3
040231_46080,banjo,0.16185,3
040242_234240,mandolin,0.1533999999999999,3
040244_226560,mandolin,0.0,3
040250_96000,mandolin,0.0,3
040250_96000,ukulele,0.8109,3
040255_88320,bass,0.17235,3
040265_234240,violin,1.0,3
040265_234240,guitar,0.1524499999999999,3
040267_119040,violin,1.0,3
040284_76800,bass,0.0,3
040284_76800,mandolin,0.0,3
040289_399360,cello,0.1719,3
040289_399360,banjo,0.0,3
040289_399360,bass,0.0,3
040290_518400,cello,0.1607,3
040290_518400,bass,0.0,3
040300_42240,bass,0.0,3
040307_107520,ukulele,1.0,3
040307_107520,mandolin,0.0,3
040307_107520,banjo,0.0,3
040330_46080,cello,0.14515,3
040357_3840,cello,0.1724,3
040420_253440,violin,0.16185,3
040430_879360,cello,1.0,3
040430_879360,bass,0.0,3
040431_61440,cello,1.0,3
040501_61440,violin,0.1624999999999999,3
040527_19200,ukulele,1.0,3
040532_207360,mandolin,1.0,3
040532_207360,ukulele,0.15,3
040548_153600,violin,0.0,3
040555_99840,ukulele,0.84695,3
040555_99840,mandolin,0.0,3
040559_80640,violin,0.0,3
040565_111360,violin,0.8276,3
040569_142080,violin,1.0,3
040577_226560,guitar,1.0,3
040609_7680,ukulele,0.0,3
040609_7680,violin,0.0,3
040618_3840,guitar,1.0,3
040639_3840,ukulele,0.0,3
040639_3840,cello,1.0,3
040648_69120,banjo,0.0,3
040651_314880,bass,0.0,3
040655_15360,ukulele,0.0,3
040672_253440,mandolin,0.0,3
040694_165120,bass,0.0,3
040694_165120,mandolin,0.0,3
040697_69120,ukulele,0.0,3
040731_49920,cello,0.0,3
040736_349440,bass,0.0,3
040736_349440,guitar,1.0,3
040742_84480,guitar,0.86,3
040743_161280,ukulele,0.0,3
040747_7680,bass,0.8402499999999999,3
040751_337920,bass,1.0,3
040752_176640,bass,1.0,3
040753_145920,bass,1.0,3
040756_176640,bass,1.0,3
040757_72960,cello,0.0,3
040768_142080,violin,1.0,3
040769_23040,violin,1.0,3
040769_23040,cello,1.0,3
040771_80640,violin,0.0,3
040825_69120,violin,0.0,3
040825_69120,mandolin,0.0,3
040831_46080,ukulele,0.81245,3
040839_142080,bass,0.0,3
040850_407040,mandolin,0.0,3
040871_153600,banjo,1.0,3
040871_153600,mandolin,0.8223,3
040872_149760,ukulele,1.0,3
040879_99840,cello,0.0,3
040881_69120,violin,0.0,3
040885_111360,bass,1.0,3
040887_11520,bass,0.18405,3
040887_11520,cello,0.0,3
040895_3840,cello,0.1428499999999999,3
040901_303360,violin,0.0,3
040903_72960,guitar,1.0,3
040954_61440,bass,0.8247,3
040955_161280,guitar,1.0,3
040994_84480,banjo,1.0,3
040994_84480,ukulele,0.0,3
040995_69120,mandolin,0.8300000000000001,3
040995_69120,ukulele,1.0,3
040995_69120,banjo,1.0,3
041006_69120,banjo,1.0,3
041006_69120,ukulele,0.1593,3
041007_115200,banjo,1.0,3
041008_61440,bass,0.0,3
041008_61440,mandolin,0.8378,3
041008_61440,ukulele,0.82655,3
041008_61440,banjo,0.8571500000000001,3
041013_288000,guitar,1.0,3
041013_288000,cello,0.0,3
041016_88320,bass,0.84755,3
041046_49920,banjo,0.8262499999999999,3
041046_49920,ukulele,0.17645,3
041075_57600,cello,0.1719,3
041092_115200,bass,0.16665,3
041092_115200,mandolin,0.0,3
041092_115200,banjo,0.0,3
041132_46080,banjo,0.0,3
041154_26880,violin,0.0,3
041157_253440,violin,0.0,3
041157_253440,ukulele,0.0,3
041162_119040,bass,0.1684,3
041162_119040,cello,0.0,3
041171_268800,cello,0.8387,3
041225_34560,bass,0.16665,3
041225_34560,cello,1.0,3
041231_69120,cello,1.0,3
041279_387840,violin,0.8243,3
041280_57600,violin,0.0,3
041280_57600,bass,0.17295,3
041301_19200,ukulele,0.0,3
041303_3840,bass,0.0,3
041311_23040,guitar,0.0,3
041313_215040,bass,0.1737,3
041319_15360,cello,0.8276,3
041319_15360,violin,1.0,3
041334_291840,violin,1.0,3
041373_311040,violin,0.0,3
041388_218880,bass,0.0,3
041388_218880,violin,0.1632,3
041390_11520,cello,0.8351999999999999,3
041396_122880,guitar,0.0,3
041423_771840,mandolin,0.1808,3
041423_771840,banjo,0.0,3
041450_142080,guitar,1.0,3
041530_96000,cello,0.0,3
041576_57600,bass,0.0,3
041576_57600,ukulele,0.0,3
041580_26880,cello,0.8269,3
041581_433920,banjo,0.0,3
041596_610560,mandolin,0.0,3
041596_610560,banjo,0.0,3
041600_53760,banjo,0.0,3
041602_69120,bass,0.0,3
041602_69120,guitar,0.1795,3
041615_387840,banjo,0.0,3
041615_387840,bass,0.16665,3
041621_153600,bass,0.16665,3
041630_153600,violin,0.0,3
041630_153600,guitar,1.0,3
041664_280320,bass,0.83335,3
041673_203520,cello,0.0,3
041684_57600,cello,0.0,3
041739_207360,bass,0.0,3
041750_23040,banjo,0.15565,3
041750_23040,ukulele,0.0,3
041750_23040,mandolin,1.0,3
041768_0,mandolin,0.0,3
041769_80640,bass,0.80645,3
041775_84480,bass,0.1518999999999999,3
041775_84480,violin,0.0,3
041775_84480,ukulele,0.0,3
041798_211200,mandolin,0.0,3
041800_495360,mandolin,0.0,3
041825_111360,mandolin,0.0,3
041839_0,guitar,1.0,3
041842_38400,guitar,1.0,3
041860_218880,bass,0.16325,3
041860_218880,cello,0.16665,3
041882_42240,ukulele,0.0,3
041905_96000,guitar,1.0,3
041916_15360,banjo,0.0,3
041916_15360,mandolin,0.815,3
041916_15360,ukulele,0.0,3
041940_337920,guitar,1.0,3
041943_80640,violin,0.0,3
041950_38400,bass,0.0,3
041951_57600,bass,0.0,3
041952_99840,violin,1.0,3
041954_96000,mandolin,0.0,3
041956_69120,cello,0.0,3
041956_69120,violin,0.0,3
041991_2154240,ukulele,0.84275,3
041991_2154240,violin,1.0,3
041991_2154240,mandolin,1.0,3
042018_7680,violin,0.0,3
042052_752640,violin,0.0,3
042059_3840,ukulele,0.0,3
042061_80640,banjo,0.0,3
042065_76800,ukulele,0.0,3
042073_149760,banjo,0.0,3
042074_57600,banjo,1.0,3
042078_65280,mandolin,0.1574999999999999,3
042078_65280,banjo,1.0,3
042078_65280,ukulele,1.0,3
042080_84480,ukulele,1.0,3
042080_84480,banjo,0.83335,3
042083_57600,mandolin,0.0,3
042083_57600,banjo,0.85,3
042083_57600,ukulele,0.8521000000000001,3
042085_53760,ukulele,0.8074,3
042099_92160,guitar,1.0,3
042105_19200,guitar,1.0,3
042175_119040,banjo,0.0,3
042225_368640,mandolin,0.0,3
042234_23040,banjo,0.0,3
042241_15360,guitar,0.0,3
042258_92160,bass,0.8593999999999999,3
042266_184320,guitar,0.0,3
042294_122880,guitar,0.0,3
042295_96000,mandolin,0.0,3
042295_96000,bass,0.0,3
042311_92160,banjo,0.8287,3
042316_46080,guitar,1.0,3
042316_46080,cello,0.0,3
042328_88320,guitar,1.0,3
042328_88320,cello,0.0,3
042332_11520,ukulele,0.1655499999999999,3
042341_111360,cello,0.0,3
042341_111360,ukulele,0.0,3
042384_46080,mandolin,0.16825,3
042384_46080,ukulele,0.0,3
042387_23040,ukulele,0.0,3
042393_195840,bass,0.8421000000000001,3
042411_15360,bass,0.8485,3
042413_648960,mandolin,0.0,3
042413_648960,ukulele,0.15305,3
042414_84480,mandolin,0.16335,3
042427_46080,ukulele,1.0,3
042427_46080,mandolin,0.84395,3
042433_230400,cello,0.0,3
042436_418560,guitar,1.0,3
042439_153600,banjo,0.0,3
042439_153600,bass,0.0,3
042457_7680,banjo,0.0,3
042457_7680,mandolin,0.0,3
042457_7680,violin,0.0,3
042461_119040,mandolin,0.0,3
042470_84480,guitar,0.84615,3
042479_0,mandolin,0.0,3
042487_138240,cello,0.0,3
042497_99840,bass,0.0,3
042527_184320,violin,0.8398,3
042545_207360,cello,0.83335,3
042546_88320,ukulele,0.8369500000000001,3
042552_215040,ukulele,0.0,3
042570_103680,banjo,0.0,3
042570_103680,mandolin,0.8182,3
042570_103680,ukulele,0.1613,3
042576_142080,ukulele,0.0,3
042577_49920,ukulele,0.8421000000000001,3
042577_49920,banjo,0.8274,3
042577_49920,mandolin,1.0,3
042580_7680,ukulele,0.8302,3
042580_7680,mandolin,1.0,3
042582_38400,ukulele,0.8532,3
042615_2941440,ukulele,0.0,3
042616_268800,mandolin,0.15715,3
042616_268800,ukulele,0.8188,3
042616_268800,banjo,0.15515,3
042657_26880,ukulele,0.0,3
042681_23040,ukulele,0.0,3
042681_23040,mandolin,0.0,3
042706_0,bass,0.82855,3
042707_230400,violin,0.82465,3
042729_268800,banjo,0.0,3
042729_268800,mandolin,0.0,3
042753_599040,bass,0.0,3
042753_599040,cello,0.1498,3
042754_322560,mandolin,0.0,3
042754_322560,bass,0.82445,3
042755_303360,ukulele,0.0,3
042757_188160,banjo,0.0,3
042757_188160,mandolin,0.0,3
042854_3840,cello,0.0,3
042854_3840,violin,0.0,3
042854_3840,ukulele,0.0,3
042877_15360,cello,0.0,3
042934_92160,banjo,0.0,3
042938_122880,guitar,1.0,3
042953_88320,cello,0.0,3
042961_1424640,bass,0.0,3
042990_675840,ukulele,0.0,3
042990_675840,mandolin,0.0,3
042990_675840,bass,0.1498,3
043095_522240,ukulele,0.0,3
043110_96000,banjo,1.0,3
043111_30720,guitar,0.0,3
043172_122880,banjo,0.1774,3
043224_299520,mandolin,0.0,3
043224_299520,bass,0.8276,3
043224_299520,violin,0.0,3
043231_1301760,ukulele,0.0,3
043235_184320,cello,0.0,3
043239_3840,guitar,1.0,3
043243_88320,guitar,1.0,3
043246_3840,bass,0.83775,3
043254_11520,banjo,0.0,3
043283_353280,violin,0.16665,3
043288_49920,mandolin,0.0,3
043288_49920,violin,0.0,3
043296_1908480,bass,0.82355,3
043321_368640,guitar,0.0,3
043339_107520,ukulele,0.0,3
043341_69120,violin,1.0,3
043342_153600,mandolin,0.16665,3
043342_153600,ukulele,0.8392999999999999,3
043344_380160,ukulele,0.1573999999999999,3
043344_380160,mandolin,0.8158000000000001,3
043367_161280,violin,0.1851499999999999,3
043370_115200,bass,0.15715,3
043374_921600,bass,0.0,3
043392_203520,banjo,0.0,3
043406_3840,guitar,1.0,3
043407_215040,bass,0.8290500000000001,3
043419_3840,guitar,1.0,3
043453_57600,guitar,1.0,3
043455_49920,violin,0.0,3
043455_49920,bass,0.84375,3
043456_625920,bass,1.0,3
043457_30720,mandolin,1.0,3
043457_30720,ukulele,1.0,3
043457_30720,banjo,0.8387,3
043458_34560,ukulele,1.0,3
043460_72960,mandolin,1.0,3
043513_15360,banjo,1.0,3
043513_15360,mandolin,0.17645,3
043518_0,cello,0.15,3
043522_26880,bass,0.0,3
043529_38400,banjo,0.0,3
043529_38400,violin,1.0,3
043530_138240,banjo,0.1730999999999999,3
043531_157440,violin,1.0,3
043531_157440,banjo,0.8389,3
043532_126720,banjo,0.16665,3
043580_449280,mandolin,0.16585,3
043580_449280,ukulele,0.84375,3
043585_84480,banjo,0.1607,3
043587_192000,mandolin,0.83785,3
043587_192000,violin,1.0,3
043587_192000,ukulele,0.0,3
043588_115200,violin,0.83335,3
043590_188160,violin,1.0,3
043590_188160,banjo,0.0,3
043591_230400,banjo,0.84485,3
043592_161280,banjo,0.82145,3
043595_145920,banjo,0.83335,3
043596_69120,banjo,0.14815,3
043599_69120,ukulele,0.18445,3
043599_69120,mandolin,0.17325,3
043599_69120,banjo,0.14515,3
043614_3840,bass,0.83535,3
043614_3840,cello,0.18335,3
043655_307200,cello,0.0,3
043700_437760,mandolin,0.1714999999999999,3
043700_437760,banjo,0.0,3
043705_19200,ukulele,0.0,3
043707_514560,mandolin,0.8382499999999999,3
043726_453120,violin,1.0,3
043726_453120,ukulele,0.0,3
043736_76800,banjo,0.0,3
043761_138240,mandolin,1.0,3
043761_138240,ukulele,0.1715999999999999,3
043764_3840,guitar,1.0,3
043765_65280,mandolin,0.0,3
043771_19200,banjo,0.15385,3
043784_184320,bass,0.0,3
043834_119040,guitar,1.0,3
043843_103680,banjo,0.0,3
043860_15360,banjo,0.0,3
043878_3840,bass,0.8386,3
043878_3840,mandolin,0.0,3
043880_253440,ukulele,0.0,3
043881_42240,cello,0.0,3
043936_948480,ukulele,0.0,3
043959_26880,bass,0.17395,3
043971_364800,bass,0.0,3
043986_96000,mandolin,0.0,3
043987_115200,bass,0.1594,3
044043_130560,mandolin,0.14865,3
044043_130560,banjo,0.83335,3
044076_418560,cello,0.0,3
044076_418560,bass,0.0,3
044090_19200,ukulele,0.0,3
044090_19200,banjo,1.0,3
044090_19200,mandolin,0.83385,3
044138_2718720,mandolin,1.0,3
044138_2718720,ukulele,0.83775,3
044147_145920,cello,0.1896499999999999,3
044150_15360,bass,0.1784,3
044154_330240,banjo,1.0,3
044154_330240,ukulele,0.8544,3
044154_330240,mandolin,1.0,3
044155_76800,mandolin,1.0,3
044155_76800,ukulele,0.1606,3
044157_407040,banjo,1.0,3
044157_407040,mandolin,1.0,3
044177_111360,bass,1.0,3
044194_30720,mandolin,0.0,3
044196_7680,ukulele,0.0,3
044196_7680,guitar,1.0,3
044204_261120,guitar,1.0,3
044204_261120,mandolin,0.0,3
044231_3840,banjo,0.0,3
044275_53760,mandolin,0.0,3
044285_119040,violin,0.0,3
044285_119040,mandolin,0.0,3
044294_34560,banjo,0.0,3
044294_34560,mandolin,0.0,3
044296_180480,ukulele,0.83735,3
044296_180480,mandolin,0.1755499999999999,3
044340_215040,guitar,0.0,3
044344_211200,bass,0.8382499999999999,3
044356_345600,ukulele,0.0,3
044356_345600,cello,0.0,3
044373_184320,cello,0.0,3
044373_184320,mandolin,0.0,3
044380_111360,bass,1.0,3
044453_49920,mandolin,0.0,3
044453_49920,ukulele,0.16995,3
044463_218880,banjo,0.84615,3
044463_218880,mandolin,1.0,3
044463_218880,ukulele,1.0,3
044465_138240,mandolin,0.0,3
044468_111360,banjo,0.83335,3
044470_337920,banjo,1.0,3
044470_337920,mandolin,0.1630499999999999,3
044748_215040,guitar,0.0,3
044754_115200,cello,0.16665,3
044763_564480,ukulele,0.0,3
044765_38400,guitar,1.0,3
044765_38400,violin,0.0,3
044772_38400,bass,0.0,3
044774_103680,banjo,0.1613,3
044774_103680,mandolin,0.15585,3
044777_168960,banjo,1.0,3
044777_168960,ukulele,1.0,3
044777_168960,mandolin,1.0,3
044784_53760,cello,0.0,3
044793_46080,bass,0.0,3
044793_46080,ukulele,0.83765,3
044817_403200,bass,0.1583999999999999,3
044817_403200,violin,0.0,3
044831_153600,ukulele,0.80905,3
044831_153600,mandolin,0.0,3
044838_864000,violin,0.15515,3
044838_864000,bass,0.0,3
044842_142080,bass,1.0,3
044882_19200,ukulele,0.1528,586
044882_19200,ukulele,0.8004,3
044882_19200,mandolin,0.82855,3
044898_0,guitar,1.0,3
044923_115200,banjo,0.0,3
044929_61440,guitar,1.0,3
044938_96000,cello,0.0,3
044946_199680,banjo,0.0,3
044947_257280,ukulele,0.16215,3
044949_92160,ukulele,0.0,3
044957_153600,banjo,1.0,3
044977_184320,violin,0.8109,3
044992_215040,banjo,1.0,3
044992_215040,mandolin,1.0,3
044993_7680,banjo,0.0,3
044993_7680,mandolin,0.8258,3
044997_53760,mandolin,0.16665,3
044997_53760,ukulele,0.14515,3
044997_53760,banjo,1.0,3
044999_92160,banjo,0.16665,3
045003_57600,ukulele,0.1875,3
045003_57600,mandolin,1.0,3
045004_119040,mandolin,0.16175,3
045004_119040,mandolin,0.23365,316
045004_119040,ukulele,0.82855,3
045013_88320,guitar,0.0,3
045036_322560,cello,0.1528,3
045053_34560,violin,0.0,3
045053_34560,guitar,0.1740499999999999,3
045064_107520,bass,1.0,3
045090_0,cello,0.8226,3
045109_334080,ukulele,0.0,3
045109_334080,cello,0.1679,3
045113_211200,ukulele,0.83535,3
045113_211200,mandolin,0.15055,3
045113_211200,banjo,0.14515,3
045139_288000,banjo,0.81035,3
045139_288000,mandolin,0.8230500000000001,3
045151_0,violin,1.0,3
045173_76800,cello,0.8295,3
045259_280320,ukulele,0.80145,3
045262_11520,ukulele,0.8463499999999999,3
045264_15360,mandolin,0.17545,3
045264_15360,guitar,1.0,3
045264_15360,ukulele,0.1517,3
045267_875520,cello,0.1613,3
045312_130560,cello,0.0,3
045379_188160,guitar,1.0,3
045397_180480,guitar,1.0,3
045423_26880,guitar,1.0,3
045423_26880,mandolin,1.0,3
045432_165120,banjo,1.0,3
045432_165120,mandolin,0.15715,3
045432_165120,ukulele,1.0,3
045435_165120,ukulele,1.0,3
045435_165120,mandolin,0.16795,3
045435_165120,banjo,1.0,3
045436_34560,ukulele,0.81595,3
045441_96000,ukulele,1.0,3
045443_23040,violin,0.16865,3
045460_168960,guitar,1.0,3
045460_168960,banjo,0.0,3
045488_1075200,banjo,0.14515,3
045489_145920,mandolin,0.0,3
045490_115200,ukulele,0.0,3
045490_115200,mandolin,0.0,3
045491_96000,banjo,0.86205,3
045492_211200,bass,0.0,3
045493_80640,mandolin,0.8357,3
045493_80640,banjo,0.8276,3
045493_80640,ukulele,0.84485,3
045494_69120,mandolin,0.8108,3
045494_69120,ukulele,0.16715,3
045500_34560,ukulele,0.0,3
045500_34560,mandolin,0.0,3
045501_65280,bass,0.1458499999999999,3
045501_65280,cello,0.18,3
045509_253440,ukulele,0.0,3
045509_253440,banjo,0.0,3
045509_253440,mandolin,0.1539499999999999,3
045519_188160,guitar,1.0,3
045520_19200,guitar,1.0,3
045528_245760,bass,0.16175,3
045561_652800,mandolin,0.82735,3
045561_652800,banjo,0.8389,3
045569_122880,ukulele,1.0,3
045569_122880,banjo,0.1713,3
045569_122880,mandolin,0.0,3
045570_99840,ukulele,1.0,3
045578_61440,mandolin,0.8113,3
045578_61440,ukulele,0.1698,3
045586_7680,ukulele,0.16915,3
045586_7680,mandolin,1.0,3
045652_814080,cello,0.80835,3
045652_814080,mandolin,0.1757,3
045653_311040,cello,1.0,3
045653_311040,bass,0.82855,3
045654_30720,cello,0.85485,3
045654_30720,ukulele,0.8191999999999999,3
045654_30720,mandolin,1.0,3
045654_30720,bass,0.0,3
045655_879360,ukulele,0.0,3
045935_226560,cello,1.0,3
045943_161280,guitar,1.0,3
045948_245760,bass,1.0,3
045955_115200,ukulele,0.1719,3
045961_142080,cello,0.0,3
045972_126720,banjo,0.0,3
045972_126720,mandolin,0.0,3
045974_529920,mandolin,0.0,3
045976_368640,guitar,0.14705,3
045984_318720,cello,0.0,3
045984_318720,bass,0.0,3
045993_115200,cello,0.0,3
046006_138240,cello,0.0,3
046023_65280,violin,0.0,3
046026_3840,bass,1.0,3
046026_3840,mandolin,0.0,3
046026_3840,ukulele,0.16465,3
046029_96000,bass,0.0,3
046045_88320,bass,0.8387,3
046052_42240,banjo,0.0,3
046053_226560,violin,1.0,3
046065_311040,bass,0.84375,3
046121_42240,banjo,0.0,3
046126_3840,banjo,0.16665,3
046126_3840,mandolin,0.8354999999999999,3
046127_3840,violin,0.83335,3
046127_3840,cello,1.0,3
046202_19200,cello,0.1594,3
046204_399360,banjo,0.0,3
046208_7680,bass,0.0,3
046208_7680,cello,0.0,3
046219_241920,violin,0.0,431
046219_241920,violin,0.0,3
046219_241920,guitar,1.0,3
046226_948480,mandolin,0.0,3
046226_948480,ukulele,0.0,3
046226_948480,banjo,0.0,3
046228_3840,banjo,0.0,3
046228_3840,ukulele,0.0,3
046228_3840,mandolin,0.0,3
046320_161280,bass,0.1613,3
046322_84480,mandolin,0.0,3
046322_84480,banjo,0.0,3
046466_76800,banjo,0.0,3
046487_372480,ukulele,0.0,3
046489_161280,mandolin,0.0,3
046489_161280,bass,0.8495,3
046490_249600,bass,0.0,3
046490_249600,ukulele,0.0,3
046502_80640,violin,1.0,3
046514_11520,violin,0.0,3
046514_11520,cello,0.0,3
046527_161280,banjo,0.0,3
046527_161280,mandolin,0.0,3
046552_99840,mandolin,0.0,3
046552_99840,ukulele,0.83785,3
046585_295680,bass,0.0,3
046594_7680,violin,0.82925,3
046594_7680,mandolin,0.17145,3
046594_7680,ukulele,0.0,3
046610_19200,cello,1.0,3
046610_19200,violin,1.0,3
046637_176640,violin,1.0,3
046639_837120,violin,1.0,3
046639_837120,cello,0.827,3
046639_837120,mandolin,0.0,3
046641_1620480,mandolin,0.0,3
046641_1620480,violin,1.0,3
046641_1620480,cello,1.0,3
046644_967680,cello,1.0,3
046644_967680,violin,1.0,3
046645_157440,violin,0.83445,3
046646_311040,mandolin,0.0,3
046646_311040,violin,1.0,3
046647_725760,violin,1.0,3
046647_725760,cello,1.0,3
046651_1743360,cello,0.8276,3
046694_391680,guitar,0.17075,3
046698_2065920,mandolin,0.0,3
046698_2065920,violin,1.0,3
046704_1954560,ukulele,0.0,3
046704_1954560,mandolin,0.0,3
046718_360960,ukulele,0.0,4
046721_19200,violin,0.84145,3
046722_430080,violin,1.0,3
046723_230400,violin,0.16415,3
046724_537600,violin,0.82145,3
046725_249600,banjo,0.0,3
046725_249600,mandolin,0.83665,3
046740_326400,cello,1.0,3
046740_326400,violin,1.0,3
046752_2342400,cello,1.0,3
046752_2342400,bass,0.0,3
046756_645120,guitar,1.0,3
046758_1140480,bass,0.0,3
046761_902400,ukulele,0.0,3
046761_902400,mandolin,0.82855,3
046767_88320,cello,0.0,3
046767_88320,guitar,1.0,3
046794_241920,ukulele,0.0,3
046794_241920,banjo,0.17855,3
046794_241920,mandolin,0.83335,3
046795_149760,guitar,1.0,3
046795_149760,bass,1.0,3
046797_215040,violin,1.0,3
046797_215040,mandolin,0.1654999999999999,3
046836_0,guitar,1.0,3
046843_80640,guitar,1.0,3
046852_23040,mandolin,0.18645,3
046852_23040,ukulele,0.15385,3
046881_3840,cello,0.84485,3
046881_3840,bass,0.0,3
046952_65280,bass,0.0,3
046952_65280,banjo,0.0,3
046981_176640,bass,0.1618,3
046981_176640,mandolin,0.0,3
046981_176640,cello,0.0,3
046983_115200,cello,0.0,3
046997_88320,bass,1.0,3
047037_130560,cello,0.0,3
047045_99840,ukulele,0.16665,3
047050_69120,guitar,0.0,3
047058_11520,bass,0.0,3
047061_88320,mandolin,0.0,3
047061_88320,bass,0.0,3
047080_88320,banjo,0.0,3
047080_88320,mandolin,0.82585,3
047081_230400,cello,0.15,3
047081_230400,guitar,1.0,3
047088_107520,cello,0.1618,3
047098_264960,banjo,0.0,3
047183_215040,mandolin,0.0,3
047183_215040,banjo,0.1673,3
047230_752640,banjo,0.0,3
047231_967680,mandolin,0.1630499999999999,3
047231_967680,ukulele,0.83665,3
047231_967680,banjo,0.8400000000000001,3
047236_522240,banjo,0.0,3
047237_42240,cello,0.81035,3
047237_42240,violin,0.1624499999999999,3
047241_23040,guitar,1.0,3
047245_7680,guitar,0.0,3
047257_441600,banjo,0.8392999999999999,3
047260_7680,ukulele,0.0,3
047260_7680,mandolin,0.0,3
047269_34560,cello,0.0,3
047272_7680,mandolin,1.0,3
047322_149760,violin,0.82925,3
047325_3840,bass,0.0,3
047326_168960,cello,0.1607,3
047347_168960,banjo,0.0,3
047347_168960,ukulele,0.0,3
047347_168960,mandolin,0.0,3
047358_7680,ukulele,0.0,3
047358_7680,mandolin,0.8077,3
047358_7680,banjo,0.0,3
047361_122880,bass,0.0,521
047361_122880,bass,0.0,3
047361_122880,guitar,0.0,3
047363_15360,guitar,0.15855,3
047369_245760,bass,0.0,3
047375_111360,mandolin,0.82355,3
047384_725760,violin,0.82855,3
047404_1140480,cello,0.85,3
047406_53760,bass,0.0,3
047417_241920,banjo,0.8392999999999999,3
047417_241920,mandolin,0.8421000000000001,3
047417_241920,ukulele,0.15715,3
047419_7680,mandolin,0.82355,3
047450_268800,banjo,0.0,3
047450_268800,mandolin,0.0,3
047450_268800,ukulele,0.0,3
047452_211200,bass,1.0,3
047467_307200,guitar,1.0,3
047481_165120,mandolin,0.0,3
047481_165120,violin,0.0,3
047487_72960,mandolin,0.85465,3
047487_72960,violin,0.1664,3
047487_72960,ukulele,0.0,3
047488_180480,violin,1.0,3
047489_92160,guitar,1.0,3
047492_172800,mandolin,0.8263,3
047493_65280,violin,1.0,3
047493_65280,mandolin,0.0,3
047493_65280,ukulele,0.0,3
047493_65280,cello,0.81665,3
